timestamp,server_id,cpu,memory,temperature,power,scenario,label
2026-09-10T00:06:00+00:00,server01,95.64,95.86,67.39,340.06,overload,1
2026-09-10T00:06:10+00:00,server01,41.76,61.43,49.22,200.12,normal,0
2026-09-10T00:06:20+00:00,server01,30.48,79.76,72.56,175.65,cooling_fault,1
2026-09-10T00:06:30+00:00,server01,60.95,38.39,48.65,242.94,normal,0
2026-09-10T00:06:40+00:00,server01,52.56,52.55,74.75,233.18,cooling_fault,1
2026-09-10T00:06:50+00:00,server01,67.6,24.25,53.51,242.77,normal,0
2026-09-10T00:07:00+00:00,server01,26.98,49.99,42.19,149.14,normal,0
2026-09-10T00:07:10+00:00,server01,20.52,62.33,35.73,145.32,normal,0
2026-09-10T00:07:20+00:00,server01,66.34,75.06,52.76,256.18,normal,0
2026-09-10T00:07:30+00:00,server01,57.19,57.65,46.76,235.28,normal,0
2026-09-10T00:07:40+00:00,server01,92.13,83.15,59.69,323.76,normal,0
2026-09-10T00:07:50+00:00,server01,76.7,59.73,60.46,276.18,normal,0
2026-09-10T00:08:00+00:00,server01,29.77,52.56,37.23,162.99,normal,0
2026-09-10T00:08:10+00:00,server01,46.2,53.59,40.9,195.22,normal,0
2026-09-10T00:08:20+00:00,server01,30.12,38.55,46.05,187.08,normal,0
2026-09-10T00:08:30+00:00,server01,60.53,60.12,56.37,235.41,normal,0
2026-09-10T00:08:40+00:00,server01,88.28,61.52,59.77,309.26,normal,0
2026-09-10T00:08:50+00:00,server01,11.8,51.0,34.83,119.17,normal,0
2026-09-10T00:09:00+00:00,server01,67.86,57.33,54.81,260.49,normal,0
2026-09-10T00:09:10+00:00,server01,93.84,95.95,62.55,350.73,overload,1
2026-09-10T00:09:20+00:00,server01,45.38,43.55,42.55,211.51,normal,0
2026-09-10T00:09:30+00:00,server01,88.61,28.83,63.8,304.95,normal,0
2026-09-10T00:09:40+00:00,server01,78.17,58.96,82.57,282.96,cooling_fault,1
2026-09-10T00:09:50+00:00,server01,55.57,57.29,53.86,210.01,normal,0
2026-09-10T00:10:00+00:00,server01,64.36,59.44,51.41,238.25,normal,0
2026-09-10T00:10:10+00:00,server01,29.77,31.99,43.01,158.41,normal,0
2026-09-10T00:10:20+00:00,server01,68.29,49.98,57.8,263.55,normal,0
2026-09-10T00:10:30+00:00,server01,37.91,61.59,48.5,192.97,normal,0
2026-09-10T00:10:40+00:00,server01,95.11,95.2,61.2,344.74,overload,1
2026-09-10T00:10:50+00:00,server01,69.06,52.14,57.68,267.39,normal,0
2026-09-10T00:11:00+00:00,server01,17.18,31.42,35.81,121.29,normal,0
2026-09-10T00:11:10+00:00,server01,100.0,96.91,63.09,340.96,overload,1
2026-09-10T00:11:20+00:00,server01,60.16,44.93,51.99,247.1,normal,0
2026-09-10T00:11:30+00:00,server01,49.61,59.57,47.58,220.24,normal,0
2026-09-10T00:11:40+00:00,server01,60.97,46.13,53.11,227.5,normal,0
2026-09-10T00:11:50+00:00,server01,65.92,67.7,51.36,265.02,normal,0
2026-09-10T00:12:00+00:00,server01,86.36,58.52,61.04,297.91,normal,0
2026-09-10T00:12:10+00:00,server01,23.4,60.75,41.19,145.91,normal,0
2026-09-10T00:12:20+00:00,server01,72.02,43.85,52.74,267.63,normal,0
2026-09-10T00:12:30+00:00,server01,41.99,74.93,47.27,209.99,normal,0
2026-09-10T00:12:40+00:00,server01,82.3,51.92,52.79,305.92,normal,0
2026-09-10T00:12:50+00:00,server01,11.05,74.64,29.06,118.89,normal,0
2026-09-10T00:13:00+00:00,server01,47.6,61.59,48.23,214.92,normal,0
2026-09-10T00:13:10+00:00,server01,94.75,55.82,61.75,327.81,normal,0
2026-09-10T00:13:20+00:00,server01,94.92,45.06,63.64,327.42,normal,0
2026-09-10T00:13:30+00:00,server01,97.59,92.89,63.62,343.66,overload,1
2026-09-10T00:13:40+00:00,server01,87.4,62.82,59.79,307.68,normal,0
2026-09-10T00:13:50+00:00,server01,61.5,35.55,47.08,219.61,normal,0
2026-09-10T00:14:00+00:00,server01,78.08,50.73,57.92,291.33,normal,0
2026-09-10T00:14:10+00:00,server01,95.79,99.06,63.8,332.92,overload,1
2026-09-10T00:14:20+00:00,server01,72.44,41.68,54.28,272.79,normal,0
2026-09-10T00:14:30+00:00,server01,61.98,60.89,72.53,250.82,cooling_fault,1
2026-09-10T00:14:40+00:00,server01,90.51,97.78,59.86,322.28,overload,1
2026-09-10T00:14:50+00:00,server01,48.98,61.42,71.39,218.6,cooling_fault,1
2026-09-10T00:15:00+00:00,server01,90.41,49.86,57.21,320.48,normal,0
2026-09-10T00:15:10+00:00,server01,89.95,60.75,61.09,316.9,normal,0
2026-09-10T00:15:20+00:00,server01,20.13,56.04,37.53,153.74,normal,0
2026-09-10T00:15:30+00:00,server01,61.93,54.61,52.62,238.36,normal,0
2026-09-10T00:15:40+00:00,server01,60.01,38.24,49.63,233.14,normal,0
2026-09-10T00:15:50+00:00,server01,29.18,40.57,41.25,158.93,normal,0
2026-09-10T00:16:00+00:00,server01,65.46,64.29,51.89,264.89,normal,0
2026-09-10T00:16:10+00:00,server01,63.21,93.97,52.79,271.36,normal,0
2026-09-10T00:16:20+00:00,server01,97.74,94.83,63.7,336.79,overload,1
2026-09-10T00:16:30+00:00,server01,81.18,64.98,61.67,297.25,normal,0
2026-09-10T00:16:40+00:00,server01,38.4,50.37,46.25,172.62,normal,0
2026-09-10T00:16:50+00:00,server01,80.31,32.57,62.2,289.68,normal,0
2026-09-10T00:17:00+00:00,server01,20.17,10.53,35.43,150.94,normal,0
2026-09-10T00:17:10+00:00,server01,36.43,61.98,38.07,183.65,normal,0
2026-09-10T00:17:20+00:00,server01,10.91,66.86,34.85,131.59,normal,0
2026-09-10T00:17:30+00:00,server01,81.09,79.43,55.47,291.33,normal,0
2026-09-10T00:17:40+00:00,server01,22.04,76.06,60.94,167.34,cooling_fault,1
2026-09-10T00:17:50+00:00,server01,46.87,78.47,45.32,208.5,normal,0
2026-09-10T00:18:00+00:00,server01,13.8,31.51,62.38,118.25,cooling_fault,1
2026-09-10T00:18:10+00:00,server01,51.93,43.2,43.12,210.98,normal,0
2026-09-10T00:18:20+00:00,server01,65.18,51.2,52.33,253.41,normal,0
2026-09-10T00:18:30+00:00,server01,55.86,64.94,50.71,238.0,normal,0
2026-09-10T00:18:40+00:00,server01,82.42,53.69,57.93,287.89,normal,0
2026-09-10T00:18:50+00:00,server01,92.27,92.33,62.08,331.81,overload,1
2026-09-10T00:19:00+00:00,server01,25.09,68.5,41.0,159.48,normal,0
2026-09-10T00:19:10+00:00,server01,48.1,57.82,66.04,212.24,cooling_fault,1
2026-09-10T00:19:20+00:00,server01,69.76,57.85,50.05,275.46,normal,0
2026-09-10T00:19:30+00:00,server01,74.72,60.45,48.92,268.22,normal,0
2026-09-10T00:19:40+00:00,server01,83.68,65.72,65.28,291.13,normal,0
2026-09-10T00:19:50+00:00,server01,65.6,79.17,49.29,263.18,normal,0
2026-09-10T00:20:00+00:00,server01,73.75,48.64,50.86,261.34,normal,0
2026-09-10T00:20:10+00:00,server01,51.62,67.19,48.79,209.86,normal,0
2026-09-10T00:20:20+00:00,server01,77.46,74.12,55.23,283.05,normal,0
2026-09-10T00:20:30+00:00,server01,79.92,61.72,76.23,294.63,cooling_fault,1
2026-09-10T00:20:40+00:00,server01,67.4,33.64,54.93,245.4,normal,0
2026-09-10T00:20:50+00:00,server01,78.07,58.62,55.48,296.57,normal,0
2026-09-10T00:21:00+00:00,server01,96.1,95.81,61.77,343.14,overload,1
2026-09-10T00:21:10+00:00,server01,86.13,75.44,57.02,290.04,normal,0
2026-09-10T00:21:20+00:00,server01,82.53,48.92,53.08,290.27,normal,0
2026-09-10T00:21:30+00:00,server01,85.36,38.3,61.61,300.54,normal,0
2026-09-10T00:21:40+00:00,server01,78.63,85.79,58.04,291.75,normal,0
2026-09-10T00:21:50+00:00,server01,58.86,29.04,51.1,226.86,normal,0
2026-09-10T00:22:00+00:00,server01,21.42,80.02,34.19,160.11,normal,0
2026-09-10T00:22:10+00:00,server01,48.53,57.66,50.62,211.18,normal,0
2026-09-10T00:22:20+00:00,server01,73.92,41.46,79.5,269.19,cooling_fault,1
2026-09-10T00:22:30+00:00,server01,37.65,62.23,41.61,168.52,normal,0
2026-09-10T00:22:40+00:00,server01,65.54,44.29,48.99,257.28,normal,0
2026-09-10T00:22:50+00:00,server01,84.32,60.78,60.77,303.69,normal,0
2026-09-10T00:23:00+00:00,server01,47.26,64.38,50.3,208.57,normal,0
2026-09-10T00:23:10+00:00,server01,94.5,93.69,61.64,341.23,overload,1
2026-09-10T00:23:20+00:00,server01,65.5,48.63,53.87,249.82,normal,0
2026-09-10T00:23:30+00:00,server01,91.58,42.6,59.71,294.01,normal,0
2026-09-10T00:23:40+00:00,server01,48.69,51.98,50.38,210.48,normal,0
2026-09-10T00:23:50+00:00,server01,42.68,70.74,42.01,196.38,normal,0
2026-09-10T00:24:00+00:00,server01,43.5,64.71,45.18,209.43,normal,0
2026-09-10T00:24:10+00:00,server01,95.96,94.37,59.94,326.12,overload,1
2026-09-10T00:24:20+00:00,server01,76.35,39.67,56.43,284.16,normal,0
2026-09-10T00:24:30+00:00,server01,50.79,41.16,52.16,216.5,normal,0
2026-09-10T00:24:40+00:00,server01,14.13,38.21,61.74,125.84,cooling_fault,1
2026-09-10T00:24:50+00:00,server01,21.75,59.17,38.09,156.17,normal,0
2026-09-10T00:25:00+00:00,server01,19.4,21.29,39.8,142.46,normal,0
2026-09-10T00:25:10+00:00,server01,82.2,56.49,61.56,308.61,normal,0
2026-09-10T00:25:20+00:00,server01,75.7,41.6,56.53,271.77,normal,0
2026-09-10T00:25:30+00:00,server01,61.29,81.78,54.86,244.27,normal,0
2026-09-10T00:25:40+00:00,server01,77.93,61.64,61.03,290.61,normal,0
2026-09-10T00:25:50+00:00,server01,16.64,60.11,30.47,138.64,normal,0
2026-09-10T00:26:00+00:00,server01,71.64,80.23,60.26,286.88,normal,0
2026-09-10T00:26:10+00:00,server01,100.0,95.04,65.63,339.76,overload,1
2026-09-10T00:26:20+00:00,server01,53.12,35.46,48.44,217.49,normal,0
2026-09-10T00:26:30+00:00,server01,59.69,55.17,76.89,240.17,cooling_fault,1
2026-09-10T00:26:40+00:00,server01,62.85,52.73,49.76,236.66,normal,0
2026-09-10T00:26:50+00:00,server01,66.41,28.2,52.87,255.8,normal,0
2026-09-10T00:27:00+00:00,server01,84.28,55.58,56.96,290.28,normal,0
2026-09-10T00:27:10+00:00,server01,67.6,74.31,56.96,263.47,normal,0
2026-09-10T00:27:20+00:00,server01,45.64,58.26,70.17,202.39,cooling_fault,1
2026-09-10T00:27:30+00:00,server01,44.68,45.58,46.57,197.68,normal,0
2026-09-10T00:27:40+00:00,server01,22.7,37.91,36.5,157.35,normal,0
2026-09-10T00:27:50+00:00,server01,96.95,91.51,57.58,325.25,overload,1
2026-09-10T00:28:00+00:00,server01,96.09,94.65,67.28,317.63,overload,1
2026-09-10T00:28:10+00:00,server01,58.44,38.08,49.32,225.67,normal,0
2026-09-10T00:28:20+00:00,server01,18.49,76.41,41.98,144.61,normal,0
2026-09-10T00:28:30+00:00,server01,42.06,81.31,69.35,206.38,cooling_fault,1
2026-09-10T00:28:40+00:00,server01,61.74,67.77,49.49,256.27,normal,0
2026-09-10T00:28:50+00:00,server01,49.75,68.63,72.54,222.22,cooling_fault,1
2026-09-10T00:29:00+00:00,server01,23.84,61.37,32.53,160.97,normal,0
2026-09-10T00:29:10+00:00,server01,18.41,54.12,36.69,134.87,normal,0
2026-09-10T00:29:20+00:00,server01,25.79,48.9,37.27,156.19,normal,0
2026-09-10T00:29:30+00:00,server01,50.93,65.86,48.01,206.85,normal,0
2026-09-10T00:29:40+00:00,server01,31.46,51.69,40.7,170.78,normal,0
2026-09-10T00:29:50+00:00,server01,93.69,38.33,83.1,307.61,cooling_fault,1
2026-09-10T00:30:00+00:00,server01,35.88,48.53,35.05,167.04,normal,0
2026-09-10T00:30:10+00:00,server01,56.1,48.87,49.75,226.81,normal,0
2026-09-10T00:30:20+00:00,server01,93.97,92.41,64.33,320.97,overload,1
2026-09-10T00:30:30+00:00,server01,74.6,52.79,60.88,269.9,normal,0
2026-09-10T00:30:40+00:00,server01,86.17,35.84,60.37,288.95,normal,0
2026-09-10T00:30:50+00:00,server01,45.15,63.33,43.94,215.27,normal,0
2026-09-10T00:31:00+00:00,server01,100.0,96.59,69.2,333.93,overload,1
2026-09-10T00:31:10+00:00,server01,89.9,56.79,59.75,311.47,normal,0
2026-09-10T00:31:20+00:00,server01,55.03,61.21,48.56,231.04,normal,0
2026-09-10T00:31:30+00:00,server01,90.94,72.48,66.77,322.48,normal,0
2026-09-10T00:31:40+00:00,server01,27.66,53.68,42.5,169.41,normal,0
2026-09-10T00:31:50+00:00,server01,37.33,62.36,72.87,190.62,cooling_fault,1
2026-09-10T00:32:00+00:00,server01,25.92,11.04,40.22,116.32,normal,0
2026-09-10T00:32:10+00:00,server01,22.99,62.16,34.56,148.14,normal,0
2026-09-10T00:32:20+00:00,server01,77.53,88.64,57.13,295.93,normal,0
2026-09-10T00:32:30+00:00,server01,88.52,39.96,60.65,304.16,normal,0
2026-09-10T00:32:40+00:00,server01,33.88,43.87,70.55,174.74,cooling_fault,1
2026-09-10T00:32:50+00:00,server01,63.74,58.35,54.16,242.49,normal,0
2026-09-10T00:33:00+00:00,server01,49.19,48.81,42.97,216.26,normal,0
2026-09-10T00:33:10+00:00,server01,39.13,58.44,71.64,194.44,cooling_fault,1
2026-09-10T00:33:20+00:00,server01,48.22,59.97,45.97,209.85,normal,0
2026-09-10T00:33:30+00:00,server01,90.54,81.92,65.63,320.99,normal,0
2026-09-10T00:33:40+00:00,server01,71.18,56.82,55.31,274.47,normal,0
2026-09-10T00:33:50+00:00,server01,39.1,48.78,45.59,188.5,normal,0
2026-09-10T00:34:00+00:00,server01,66.74,49.38,55.63,258.01,normal,0
2026-09-10T00:34:10+00:00,server01,26.81,47.49,34.42,150.24,normal,0
2026-09-10T00:34:20+00:00,server01,21.0,50.89,36.34,150.62,normal,0
2026-09-10T00:34:30+00:00,server01,87.38,61.15,62.43,291.19,normal,0
2026-09-10T00:34:40+00:00,server01,61.86,55.54,76.63,253.48,cooling_fault,1
2026-09-10T00:34:50+00:00,server01,43.97,47.49,72.33,195.56,cooling_fault,1
2026-09-10T00:35:00+00:00,server01,98.96,93.33,67.05,350.92,overload,1
2026-09-10T00:35:10+00:00,server01,56.29,65.48,50.01,228.63,normal,0
2026-09-10T00:35:20+00:00,server01,87.58,63.14,57.79,312.63,normal,0
2026-09-10T00:35:30+00:00,server01,75.0,56.64,63.58,265.97,normal,0
2026-09-10T00:35:40+00:00,server01,64.81,61.17,53.04,257.45,normal,0
2026-09-10T00:35:50+00:00,server01,28.6,48.15,43.41,157.94,normal,0
2026-09-10T00:36:00+00:00,server01,38.57,61.83,47.84,190.5,normal,0
2026-09-10T00:36:10+00:00,server01,19.83,51.56,32.16,135.77,normal,0
2026-09-10T00:36:20+00:00,server01,45.94,97.14,44.32,230.88,normal,0
2026-09-10T00:36:30+00:00,server01,21.73,61.49,37.79,151.48,normal,0
2026-09-10T00:36:40+00:00,server01,19.51,31.85,38.79,134.16,normal,0
2026-09-10T00:36:50+00:00,server01,52.57,66.92,48.94,220.99,normal,0
2026-09-10T00:37:00+00:00,server01,53.9,78.69,75.84,240.75,cooling_fault,1
2026-09-10T00:37:10+00:00,server01,49.2,64.21,49.02,221.51,normal,0
2026-09-10T00:37:20+00:00,server01,76.93,34.66,54.54,285.47,normal,0
2026-09-10T00:37:30+00:00,server01,73.65,50.92,52.32,270.11,normal,0
2026-09-10T00:37:40+00:00,server01,84.72,72.01,58.57,307.75,normal,0
2026-09-10T00:37:50+00:00,server01,14.49,55.05,32.82,129.4,normal,0
2026-09-10T00:38:00+00:00,server01,65.44,81.57,52.61,259.58,normal,0
2026-09-10T00:38:10+00:00,server01,93.32,94.21,60.6,343.28,overload,1
2026-09-10T00:38:20+00:00,server01,72.71,55.93,55.56,270.58,normal,0
2026-09-10T00:38:30+00:00,server01,49.5,20.21,41.32,200.51,normal,0
2026-09-10T00:38:40+00:00,server01,20.11,62.1,35.88,155.04,normal,0
2026-09-10T00:38:50+00:00,server01,96.55,97.89,64.61,336.6,overload,1
2026-09-10T00:39:00+00:00,server01,43.4,55.02,49.61,181.05,normal,0
2026-09-10T00:39:10+00:00,server01,28.77,49.55,39.3,151.85,normal,0
2026-09-10T00:39:20+00:00,server01,56.83,91.86,55.29,240.65,normal,0
2026-09-10T00:39:30+00:00,server01,61.13,26.38,51.05,226.65,normal,0
2026-09-10T00:39:40+00:00,server01,80.26,43.57,58.54,288.63,normal,0
2026-09-10T00:39:50+00:00,server01,36.75,67.82,40.46,193.62,normal,0
2026-09-10T00:40:00+00:00,server01,28.04,50.26,40.91,167.29,normal,0
2026-09-10T00:40:10+00:00,server01,100.0,98.02,64.44,355.41,overload,1
2026-09-10T00:40:20+00:00,server01,59.79,36.58,48.15,246.35,normal,0
2026-09-10T00:40:30+00:00,server01,27.59,47.71,40.92,159.72,normal,0
2026-09-10T00:40:40+00:00,server01,93.98,92.86,60.25,351.66,overload,1
2026-09-10T00:40:50+00:00,server01,61.89,47.66,51.1,237.13,normal,0
2026-09-10T00:41:00+00:00,server01,19.13,27.84,29.95,124.7,normal,0
2026-09-10T00:41:10+00:00,server01,95.87,98.87,64.79,346.0,overload,1
2026-09-10T00:41:20+00:00,server01,44.11,65.93,43.71,210.11,normal,0
2026-09-10T00:41:30+00:00,server01,94.35,91.63,59.47,334.62,overload,1
2026-09-10T00:41:40+00:00,server01,59.7,55.4,52.61,244.85,normal,0
2026-09-10T00:41:50+00:00,server01,83.62,39.98,64.32,288.44,normal,0
2026-09-10T00:42:00+00:00,server01,63.82,48.82,46.91,246.44,normal,0
2026-09-10T00:42:10+00:00,server01,48.34,77.75,44.53,221.75,normal,0
2026-09-10T00:42:20+00:00,server01,37.26,66.62,42.93,203.33,normal,0
2026-09-10T00:42:30+00:00,server01,71.46,56.46,57.4,264.88,normal,0
2026-09-10T00:42:40+00:00,server01,31.88,42.46,43.14,174.45,normal,0
2026-09-10T00:42:50+00:00,server01,14.47,76.74,33.94,140.73,normal,0
2026-09-10T00:43:00+00:00,server01,10.39,46.0,38.5,121.65,normal,0
2026-09-10T00:43:10+00:00,server01,73.19,22.44,49.58,268.76,normal,0
2026-09-10T00:43:20+00:00,server01,76.87,35.1,56.83,291.04,normal,0
2026-09-10T00:43:30+00:00,server01,32.98,48.41,40.36,156.64,normal,0
2026-09-10T00:43:40+00:00,server01,92.06,31.37,60.24,301.09,normal,0
2026-09-10T00:43:50+00:00,server01,84.64,23.73,61.47,296.29,normal,0
2026-09-10T00:44:00+00:00,server01,93.48,40.05,66.42,294.15,normal,0
2026-09-10T00:44:10+00:00,server01,20.06,67.07,35.0,151.51,normal,0
2026-09-10T00:44:20+00:00,server01,84.32,51.96,60.64,286.07,normal,0
2026-09-10T00:44:30+00:00,server01,23.89,46.59,38.29,138.81,normal,0
2026-09-10T00:44:40+00:00,server01,49.25,59.39,42.47,215.02,normal,0
2026-09-10T00:44:50+00:00,server01,39.25,38.88,46.37,188.03,normal,0
2026-09-10T00:45:00+00:00,server01,100.0,96.41,67.53,370.61,overload,1
2026-09-10T00:45:10+00:00,server01,46.47,61.42,47.58,205.73,normal,0
2026-09-10T00:45:20+00:00,server01,91.49,59.9,84.09,324.87,cooling_fault,1
2026-09-10T00:45:30+00:00,server01,13.83,63.43,54.67,135.05,cooling_fault,1
2026-09-10T00:45:40+00:00,server01,97.4,93.87,62.57,338.64,overload,1
2026-09-10T00:45:50+00:00,server01,47.83,68.74,41.54,222.3,normal,0
2026-09-10T00:46:00+00:00,server01,34.31,38.1,46.0,183.75,normal,0
2026-09-10T00:46:10+00:00,server01,80.55,67.44,59.41,280.71,normal,0
2026-09-10T00:46:20+00:00,server01,77.64,63.34,57.71,287.67,normal,0
2026-09-10T00:46:30+00:00,server01,69.91,11.99,78.2,250.07,cooling_fault,1
2026-09-10T00:46:40+00:00,server01,43.28,73.73,41.89,208.68,normal,0
2026-09-10T00:46:50+00:00,server01,89.11,77.16,59.56,320.71,normal,0
2026-09-10T00:47:00+00:00,server01,92.94,64.04,61.98,326.87,normal,0
2026-09-10T00:47:10+00:00,server01,30.09,50.14,64.72,163.33,cooling_fault,1
2026-09-10T00:47:20+00:00,server01,58.33,58.84,52.37,237.57,normal,0
2026-09-10T00:47:30+00:00,server01,78.05,88.45,52.61,303.94,normal,0
2026-09-10T00:47:40+00:00,server01,17.7,88.44,39.18,156.78,normal,0
2026-09-10T00:47:50+00:00,server01,75.52,51.86,57.6,288.0,normal,0
2026-09-10T00:48:00+00:00,server01,67.19,67.37,56.28,266.71,normal,0
2026-09-10T00:48:10+00:00,server01,89.62,41.07,58.76,294.32,normal,0
2026-09-10T00:48:20+00:00,server01,53.2,48.4,39.75,212.21,normal,0
2026-09-10T00:48:30+00:00,server01,45.85,60.41,41.88,219.67,normal,0
2026-09-10T00:48:40+00:00,server01,14.32,89.89,39.56,138.88,normal,0
2026-09-10T00:48:50+00:00,server01,15.13,62.65,34.98,131.94,normal,0
2026-09-10T00:49:00+00:00,server01,64.22,89.49,52.75,275.27,normal,0
2026-09-10T00:49:10+00:00,server01,67.11,44.13,50.93,257.98,normal,0
2026-09-10T00:49:20+00:00,server01,96.12,91.14,59.56,326.62,overload,1
2026-09-10T00:49:30+00:00,server01,21.15,71.88,37.36,134.24,normal,0
2026-09-10T00:49:40+00:00,server01,95.51,100.0,59.06,336.1,overload,1
2026-09-10T00:49:50+00:00,server01,34.76,63.45,42.51,185.11,normal,0
2026-09-10T00:50:00+00:00,server01,24.89,68.17,34.59,162.82,normal,0
2026-09-10T00:50:10+00:00,server01,36.21,54.66,40.81,174.72,normal,0
2026-09-10T00:50:20+00:00,server01,50.9,59.84,44.36,225.8,normal,0
2026-09-10T00:50:30+00:00,server01,79.75,45.63,61.89,287.73,normal,0
2026-09-10T00:50:40+00:00,server01,43.33,23.39,45.03,206.98,normal,0
2026-09-10T00:50:50+00:00,server01,21.13,63.22,40.08,133.69,normal,0
2026-09-10T00:51:00+00:00,server01,74.87,44.28,60.14,270.45,normal,0
2026-09-10T00:51:10+00:00,server01,92.2,86.75,61.57,325.79,overload,1
2026-09-10T00:51:20+00:00,server01,49.18,72.98,46.7,202.85,normal,0
2026-09-10T00:51:30+00:00,server01,44.63,59.64,48.56,195.68,normal,0
2026-09-10T00:51:40+00:00,server01,29.14,66.24,35.14,162.37,normal,0
2026-09-10T00:51:50+00:00,server01,95.22,97.52,64.04,336.94,overload,1
2026-09-10T00:52:00+00:00,server01,89.8,28.29,59.02,308.41,normal,0
2026-09-10T00:52:10+00:00,server01,26.59,44.13,37.56,154.13,normal,0
2026-09-10T00:52:20+00:00,server01,94.11,92.81,65.25,340.19,overload,1
2026-09-10T00:52:30+00:00,server01,87.63,57.1,58.22,298.27,normal,0
2026-09-10T00:52:40+00:00,server01,33.48,37.55,42.2,177.45,normal,0
2026-09-10T00:52:50+00:00,server01,31.51,51.7,42.05,171.03,normal,0
2026-09-10T00:53:00+00:00,server01,92.21,95.09,65.36,312.12,overload,1
2026-09-10T00:53:10+00:00,server01,27.68,52.7,41.34,156.62,normal,0
2026-09-10T00:53:20+00:00,server01,73.5,19.83,58.55,254.47,normal,0
2026-09-10T00:53:30+00:00,server01,50.75,33.85,47.24,206.12,normal,0
2026-09-10T00:53:40+00:00,server01,45.01,59.81,71.71,218.58,cooling_fault,1
2026-09-10T00:53:50+00:00,server01,74.14,71.99,59.74,268.16,normal,0
2026-09-10T00:54:00+00:00,server01,49.43,62.62,47.88,215.67,normal,0
2026-09-10T00:54:10+00:00,server01,96.86,94.24,63.77,341.38,overload,1
2026-09-10T00:54:20+00:00,server01,44.17,98.71,63.35,218.22,cooling_fault,1
2026-09-10T00:54:30+00:00,server01,23.77,55.7,40.6,163.15,normal,0
2026-09-10T00:54:40+00:00,server01,82.33,19.84,90.18,286.55,cooling_fault,1
2026-09-10T00:54:50+00:00,server01,92.34,92.51,62.76,329.23,overload,1
2026-09-10T00:55:00+00:00,server01,89.77,28.52,64.34,304.08,normal,0
2026-09-10T00:55:10+00:00,server01,73.31,62.55,48.41,279.88,normal,0
2026-09-10T00:55:20+00:00,server01,52.74,53.21,51.97,221.12,normal,0
2026-09-10T00:55:30+00:00,server01,87.62,74.09,62.28,309.43,normal,0
2026-09-10T00:55:40+00:00,server01,26.03,60.83,33.83,166.72,normal,0
2026-09-10T00:55:50+00:00,server01,93.66,38.5,87.37,330.71,cooling_fault,1
